sec,t1 success,t2 success,N t1 wp,N t1 accordance,line A diff,line B diff,N t2 wp,N t2 accordance,N t2 O(1)/U(0),TOTAL A diff,TOTAL B diff,diff line,DIFF total
20211201,1,0,68.46153846,1,-4.121102512,-1.364467209,57.69230769,1,0,3.419152192,4.237818686,-2.756635303,-0.818666495
20211201,0,0,63.07692308,1,-2.432755814,-1.459244933,61.53846154,1,0,0.165858848,8.636283904,-0.973510881,-8.470425056
20211201,1,1,68.46153846,1,-2.453177208,0.0059413,54.61538462,1,1,6.546355318,5.39536382,-2.459118508,1.150991498
20211202,1,0,86.15384615,1,-2.601387298,1.610387009,53.84615385,0,0,6.92090028,11.21342298,-4.211774307,-4.2925227
20211202,1,1,57.69230769,0,0.347384601,1.378670088,65.38461538,1,1,17.61800759,12.12747313,-1.031285487,5.490534461
20211202,0,0,70,1,-3.386480925,-1.410368564,65.38461538,1,1,11.19974351,5.460916683,-1.976112361,5.738826825
20211202,0,0,87.69230769,1,-0.781091939,3.130140707,51.53846154,1,0,11.97073619,12.93337887,-3.911232646,-0.962642684
20211202,0,1,75.38461538,1,-3.825543171,-0.718586448,55.38461538,1,0,2.781981437,5.542897498,-3.106956723,-2.760916061
20211203,0,1,60.76923077,1,-2.161813792,-1.558871922,54.61538462,0,0,4.429423384,5.962557053,-0.60294187,-1.533133669
20211203,0,1,63.84615385,1,1.512194277,2.601659931,52.30769231,1,1,11.61461985,11.61518935,-1.089465654,-0.000569499
20211203,0,0,65.38461538,1,-3.049510787,0.139085357,57.69230769,1,0,2.70917866,5.538443864,-3.188596145,-2.829265204
20211203,0,0,90.76923077,1,-5.405006736,-1.503853743,57.69230769,0,1,9.350986395,6.662784874,-3.901152993,2.688201521
20211203,0,1,74.61538462,1,0.094565383,2.77549347,53.07692308,1,0,-0.67887623,-0.402833632,-2.680928087,-0.276042598
20211203,1,1,62.30769231,1,-11.55929897,-9.206972013,54.61538462,1,1,16.57201227,15.29008369,-2.352326961,1.281928578
20211203,0,0,51.53846154,1,0.737491261,0.051705209,62.30769231,1,0,0.508118969,3.630066013,0.685786052,-3.121947045
20211203,1,1,70.76923077,1,4.682468032,6.681231485,53.84615385,0,0,7.129448085,6.192679971,-1.998763453,0.936768114
20211203,0,1,62.30769231,1,-2.1556537,-1.30214934,52.30769231,0,1,14.96292967,12.91086756,-0.853504359,2.052062101
20211204,0,0,60.76923077,1,-1.183078341,0.556789415,62.30769231,1,1,5.469780785,2.241057317,-1.739867756,3.228723469
20211204,0,1,58.46153846,1,0.602061946,1.112882901,53.84615385,1,1,15.11456858,12.63689015,-0.510820955,2.477678433
20211204,0,1,61.53846154,1,-0.784655838,0.082334589,54.61538462,1,0,6.619995244,7.241437801,-0.866990426,-0.621442557
20211204,0,0,68.46153846,1,-3.929705246,-1.507347787,56.92307692,1,1,2.49204895,0.429489413,-2.422357459,2.062559537
20211204,0,1,55.38461538,0,0.617728769,0.994324726,59.23076923,1,1,14.37079141,10.31983248,-0.376595958,4.050958933
20211204,0,0,88.46153846,1,-3.40170697,0.459012413,56.92307692,0,0,1.099477534,5.055371139,-3.860719383,-3.955893605
20211205,1,1,54.61538462,0,-4.126873506,-2.668717585,60.76923077,1,1,11.33730852,7.750819881,-1.458155921,3.586488641
20211205,0,0,62.30769231,1,3.40135777,4.326735266,53.07692308,1,0,-4.318985501,-3.532790126,-0.925377496,-0.786195375
20211205,1,1,50.76923077,1,2.353183906,2.515946851,62.30769231,1,0,5.439013988,8.941828038,-0.162762945,-3.50281405
20211205,0,0,54.61538462,1,2.61887533,4.04745003,60.76923077,1,0,-1.532463466,2.093209033,-1.428574699,-3.625672499
20211206,0,1,68.46153846,1,2.212911699,3.759986968,59.23076923,1,1,9.792647203,5.714678912,-1.547075269,4.077968292
20211206,1,1,74.61538462,1,-5.521204909,-3.41993896,52.30769231,0,0,7.797848385,8.733736719,-2.101265949,-0.935888334
20211206,0,1,50.76923077,0,4.222508825,3.320520602,56.15384615,0,0,6.219366183,9.411599836,0.901988223,-3.192233653
20211206,0,0,55.38461538,1,9.704090379,10.79679503,53.07692308,1,0,6.499588195,8.042931283,-1.092704647,-1.543343087
20211206,0,1,73.84615385,1,-15.08196795,-11.88668505,53.84615385,1,1,11.60034085,9.764627118,-3.195282896,1.835713728
20211206,1,0,57.69230769,1,-6.955913257,-5.144044903,59.23076923,1,0,12.64479949,16.05107559,-1.811868354,-3.406276098
20211206,0,0,83.07692308,1,-3.042948628,0.392168253,57.69230769,0,1,8.231129453,6.629441829,-3.435116881,1.601687624
20211206,0,1,60,1,-0.147351457,0.874322986,50.76923077,0,1,-1.755156296,-1.228733241,-1.021674443,-0.526423055
20211206,1,0,51.53846154,1,4.211107241,4.504137697,68.46153846,1,1,13.82190533,8.046725898,-0.293030456,5.775179432
20211206,1,1,86.92307692,1,3.253603649,7.621090633,55.38461538,1,1,6.251425952,4.109593532,-4.367486984,2.14183242
20211207,1,0,56.15384615,0,0.874455154,2.832327423,53.84615385,1,1,3.471664652,2.072164685,-1.957872269,1.399499967
20211207,1,0,61.53846154,1,-4.110778672,-2.665049964,55.38461538,0,1,1.731100833,-0.667327105,-1.445728708,2.398427938
20211207,0,0,53.07692308,0,-1.31288203,-0.844052595,50.76923077,0,0,11.75127954,11.16322128,-0.468829435,0.588058261
20211208,0,1,60,1,-7.392524465,-5.916640745,53.84615385,0,0,9.679858547,8.938978638,-1.47588372,0.74087991
20211208,0,1,52.30769231,0,-0.159766296,0.642785243,54.61538462,1,1,12.55651362,11.86081071,-0.802551539,0.695702901
20211208,0,0,63.84615385,1,-5.32613749,-3.413817074,55.38461538,1,1,2.736427184,1.491038975,-1.912320415,1.245388209
20211208,1,0,51.53846154,0,-6.894994815,-6.454603971,50.76923077,0,1,4.874040495,4.90142979,-0.440390844,-0.027389295
20211208,1,0,63.07692308,1,-9.546100084,-7.341469201,65.38461538,1,1,12.71985358,5.907248898,-2.204630883,6.812604685
20211208,1,0,73.07692308,1,-2.37547451,-0.370354389,55.38461538,1,0,-4.105667514,0.292082588,-2.005120121,-4.397750102
20211208,1,0,55.38461538,0,5.790259174,7.092350326,53.07692308,1,0,14.90706147,12.97791265,-1.302091151,1.929148813
20211208,1,1,66.92307692,1,-5.275934376,-2.951784225,51.53846154,0,1,9.155172564,7.967161676,-2.32415015,1.188010888
20211208,0,1,81.53846154,1,-4.634109512,-2.143844933,51.53846154,0,1,11.83410788,11.19210642,-2.490264579,0.642001455
20211208,0,0,62.30769231,1,2.124006366,2.873563928,63.84615385,1,0,12.35736051,16.24789522,-0.749557562,-3.890534706
20211208,0,0,82.30769231,1,-6.239397747,-2.853632554,61.53846154,1,1,1.333327626,-1.950557834,-3.385765193,3.283885461
20211208,1,1,73.07692308,1,-2.578235363,0.291786392,65.38461538,1,1,9.656180423,5.151432997,-2.870021755,4.504747425
20211208,0,1,86.92307692,1,2.267151172,6.079798995,60.76923077,1,0,5.903352113,8.76188226,-3.812647823,-2.858530147
20211209,1,0,53.84615385,1,-7.718887475,-7.146273877,58.46153846,0,1,2.458445281,1.004585118,-0.572613598,1.453860163
20211209,1,0,54.61538462,1,-0.001253965,-0.038971619,52.30769231,0,1,7.469097054,8.891273577,0.037717654,-1.422176523
20211209,0,1,50.76923077,1,-4.731573672,-4.625432348,60,1,1,8.36899039,5.205357531,-0.106141323,3.163632859
20211210,1,1,52.30769231,0,-4.568169333,-4.085165759,52.30769231,0,0,-4.309232821,-5.81725542,-0.483003574,1.5080226
20211210,1,1,70,1,-8.154166605,-5.62037426,57.69230769,1,1,-5.758977693,-8.893267313,-2.533792345,3.13428962
20211210,1,0,53.07692308,0,2.966861174,3.237310932,52.30769231,1,1,8.029864437,7.78602545,-0.270449758,0.243838988
20211210,1,1,66.15384615,1,-0.66213855,1.049448916,56.15384615,1,0,8.642997676,9.754266824,-1.711587466,-1.111269148
20211210,1,0,59.23076923,1,-1.696238979,0.124935168,56.15384615,1,1,16.02270859,13.45477352,-1.821174148,2.567935071
20211210,0,1,73.07692308,1,0.376001306,3.450331558,55.38461538,0,1,-2.9737758,-5.171519314,-3.074330252,2.197743514
20211210,1,0,84.61538462,1,-8.36437775,-4.538514042,51.53846154,0,1,7.34256337,6.254661184,-3.825863708,1.087902186
20211210,1,0,60,1,-1.446852343,-0.323781966,56.92307692,1,1,7.196078989,4.222947313,-1.123070377,2.973131676
20211210,1,1,59.23076923,1,-1.301089366,0.102990387,58.46153846,1,1,12.18234011,8.773325456,-1.404079753,3.409014655
20211211,1,0,66.92307692,1,-1.129024232,1.211688213,60.76923077,1,1,3.230481143,-1.197529349,-2.340712445,4.428010492
20211211,0,0,83.07692308,1,-1.527233595,1.645617388,53.84615385,1,1,10.40461285,7.641708085,-3.172850983,2.762904763
20211211,0,0,79.23076923,1,-2.757611427,0.348003957,55.38461538,1,0,3.123731762,4.759839383,-3.105615384,-1.636107622
20211211,0,0,53.84615385,1,-1.319384348,-0.396008709,56.15384615,1,0,11.34453783,12.3910981,-0.923375639,-1.046560271
20211211,0,1,76.15384615,1,-6.470357654,-4.312160802,63.07692308,1,0,5.767689981,9.768160817,-2.158196851,-4.000470836
20211211,0,1,55.38461538,1,1.693607697,2.223572059,60.76923077,1,1,6.449974646,3.322200088,-0.529964363,3.127774558
20211211,1,0,53.84615385,0,5.211638985,4.984243443,52.30769231,1,0,1.242864508,2.169726449,0.227395542,-0.926861941
20211212,1,1,56.92307692,1,1.069974518,1.832981468,54.61538462,0,0,5.28873169,7.838680178,-0.763006951,-2.549948488
20211212,1,1,83.84615385,1,-1.468442785,1.596604707,51.53846154,0,0,0.114498713,1.391447641,-3.065047493,-1.276948927
20211212,1,0,62.30769231,1,-4.27167721,-3.54771227,70.76923077,1,1,6.326711684,0.593793011,-0.72396494,5.732918673
20211212,1,0,62.30769231,1,-0.079115071,1.285600035,51.53846154,1,1,14.28206332,14.81182977,-1.364715106,-0.529766451
20211212,0,0,66.15384615,1,-2.007843766,0.47035279,52.30769231,0,0,-5.347492091,-2.739169196,-2.478196556,-2.608322895
20211213,0,0,54.61538462,1,-3.692566697,-2.726389103,58.46153846,1,1,15.24058308,13.32131286,-0.966177594,1.919270218
20211213,0,1,51.53846154,0,-7.00815157,-6.144593761,51.53846154,0,0,3.351318199,2.673617621,-0.863557809,0.677700578
20211213,0,0,72.30769231,1,-4.720204596,-2.301796394,56.92307692,0,1,10.65200393,10.53867805,-2.418408202,0.113325889
20211213,0,0,51.53846154,1,4.997173577,5.929784065,50.76923077,0,0,13.21333665,13.56114395,-0.932610488,-0.347807293
20211213,0,0,76.92307692,1,1.556776557,4.66442404,50.76923077,0,0,-3.261462857,-3.686199482,-3.107647483,0.424736625
20211213,1,1,63.84615385,1,0.127892212,2.071675909,56.92307692,1,0,1.964057547,4.117247684,-1.943783698,-2.153190137
20211213,0,1,55.38461538,1,-7.371128519,-5.540296197,52.30769231,0,1,9.258813979,7.269020668,-1.830832322,1.989793311
20211213,0,1,70.76923077,1,-4.424345303,-1.600412838,54.61538462,1,0,8.706381372,8.115583114,-2.823932465,0.590798259
20211213,1,0,65.38461538,1,-0.661202515,1.032051926,56.15384615,1,0,-0.285290141,4.151659247,-1.693254441,-4.436949388
20211214,1,1,83.07692308,1,-7.489177451,-3.831686123,50.76923077,1,0,9.589895403,10.10126093,-3.657491327,-0.511365525
20211214,0,1,80.76923077,1,-1.797055259,1.650400985,53.84615385,0,1,8.106607937,6.499904842,-3.447456243,1.606703095
20211215,1,0,73.84615385,1,-9.263011309,-6.679554058,51.53846154,1,1,5.650683726,5.658782568,-2.583457252,-0.008098842
20211215,1,0,73.07692308,1,0.686611807,3.648946903,57.69230769,0,1,2.296917363,0.647499106,-2.962335096,1.649418257
20211215,1,1,61.53846154,1,2.744606408,3.237619432,58.46153846,1,1,9.68277784,7.645966567,-0.493013024,2.036811273
20211215,0,1,67.69230769,1,-5.73838355,-3.080125959,59.23076923,1,0,-6.690867426,-4.900626834,-2.658257591,-1.790240592
20211215,1,1,85.38461538,1,-3.641577614,0.118441276,54.61538462,1,0,-2.989515763,-1.398214004,-3.76001889,-1.59130176
20211215,1,1,58.46153846,1,-2.939417675,-2.36914794,55.38461538,1,0,6.090013769,5.596164172,-0.570269735,0.493849598
20211215,0,1,59.23076923,1,0.217620869,0.593831532,53.84615385,0,1,4.541615362,3.73335451,-0.376210663,0.808260852
20211215,1,0,53.07692308,1,-5.694228316,-4.854197911,50.76923077,0,1,13.34283331,12.75012777,-0.840030405,0.592705542
20211215,1,0,57.69230769,1,-7.491088663,-6.539456693,52.30769231,1,0,-6.824690309,-6.973296969,-0.95163197,0.14860666
20211215,1,0,57.69230769,0,-5.588115493,-5.308094616,60,1,0,7.035060509,10.44153134,-0.280020876,-3.40647083
20211215,1,0,67.69230769,1,-8.400687218,-5.903701733,56.15384615,1,1,4.805179839,2.388189042,-2.496985485,2.416990797
20211216,1,1,64.61538462,1,-6.328947578,-5.124795887,56.92307692,1,1,11.32294581,7.802287184,-1.20415169,3.520658621
20211216,0,1,68.46153846,1,0.884070908,3.577513334,53.07692308,1,1,10.06868209,10.29353561,-2.693442426,-0.224853518
20211216,1,0,54.61538462,1,1.944075319,2.885848772,52.30769231,0,0,5.56283349,5.884359194,-0.941773453,-0.321525704
20211216,1,1,77.69230769,1,-1.495935181,1.108507537,52.30769231,1,1,8.743941234,7.096205374,-2.604442718,1.647735861
20211217,0,1,78.46153846,1,-6.42183729,-3.514492298,51.53846154,1,1,8.646662898,7.854776396,-2.907344991,0.791886502
20211217,0,1,59.23076923,1,2.665206877,3.368029561,62.30769231,1,1,2.730625121,-0.720735686,-0.702822684,3.451360806
20211217,0,1,78.46153846,1,0.993441472,3.614443107,64.61538462,1,1,2.797479815,-2.480104087,-2.621001635,5.277583902
20211217,1,1,67.69230769,1,-2.381928101,-0.003428516,57.69230769,1,1,-0.217380039,2.573104445,-2.378499585,-2.790484485
20211217,1,1,76.92307692,1,-4.99994572,-2.300799273,53.07692308,1,1,12.89497964,11.87037278,-2.699146447,1.024606861
20211217,0,1,75.38461538,1,-5.423501854,-3.35404587,53.07692308,1,1,6.113944009,4.645255899,-2.069455984,1.46868811
20211217,0,1,52.30769231,0,-2.766635665,-2.904017857,60,1,0,-3.995225979,-1.795200822,0.137382192,-2.200025157
20211218,0,1,64.61538462,1,-4.231404457,-1.425701587,70.76923077,1,0,2.526541115,7.711558008,-2.80570287,-5.185016893
20211218,0,0,83.84615385,1,0.419592422,4.173503042,53.84615385,1,1,2.896572764,1.583150677,-3.75391062,1.313422088
20211218,0,1,83.07692308,1,-8.972660344,-6.511027168,53.84615385,0,0,4.46850159,5.990955455,-2.461633176,-1.522453865
20211218,1,0,56.92307692,1,-7.5245015,-5.518006052,54.61538462,1,0,2.84330391,3.967795789,-2.006495448,-1.124491878
20211218,0,1,76.15384615,1,-18.4418191,-15.43063377,61.53846154,1,1,14.72733269,10.56462443,-3.011185325,4.162708257
20211218,0,1,72.30769231,1,-4.347151587,-1.108950022,54.61538462,0,0,14.13572521,13.79641933,-3.238201565,0.339305884
20211219,0,0,71.53846154,1,-2.365085991,-0.331405724,61.53846154,1,0,5.434576154,8.56678225,-2.033680267,-3.132206096
20211219,0,1,76.92307692,1,-5.137283933,-2.307220622,53.84615385,1,0,1.432993671,1.03521757,-2.830063311,0.397776101
20211219,1,1,63.07692308,1,-7.971611616,-6.610460006,50.76923077,0,1,-3.400479777,-3.545732524,-1.36115161,0.145252747
20211219,0,1,80.76923077,1,-3.118835684,-0.142576583,56.15384615,1,0,12.88787066,14.37880408,-2.976259101,-1.490933422
20211219,1,0,82.30769231,1,-1.512903216,1.002206844,51.53846154,0,0,-6.543342641,-7.902992675,-2.515110061,1.359650034
20211219,1,1,58.46153846,1,0.448219838,1.406495772,52.30769231,0,1,7.929341777,9.58347876,-0.958275933,-1.654136983
20211220,1,1,76.92307692,1,-2.53043474,-0.013503322,60.76923077,1,1,1.364788373,0.196137185,-2.516931419,1.168651188
20211220,0,0,59.23076923,1,-0.028344516,0.931005865,52.30769231,1,1,8.312290649,7.473770885,-0.959350381,0.838519765
20211220,0,0,85.38461538,1,-1.766795976,1.061937575,60.76923077,1,1,10.26475551,8.215226914,-2.828733552,2.049528591
20211220,0,0,75.38461538,1,2.331572398,4.879816288,60,1,1,-11.32945649,-14.27423264,-2.548243889,2.944776151
20211220,1,0,71.53846154,1,2.162662937,4.484622743,52.30769231,1,1,1.255753662,-0.080802974,-2.321959806,1.336556636
20211221,1,0,79.23076923,1,-8.652473916,-5.791611172,56.15384615,1,0,11.76833566,12.20582773,-2.860862744,-0.437492073
20211221,1,1,71.53846154,1,-0.267296633,2.234443787,58.46153846,1,0,12.22736205,15.46165947,-2.50174042,-3.234297418
20211221,1,0,71.53846154,1,-1.549755636,0.751834512,50.76923077,1,1,2.448230659,2.031870248,-2.301590148,0.416360411
20211221,1,0,66.15384615,1,-4.765390656,-3.445222626,53.07692308,1,0,7.002943213,8.395234591,-1.32016803,-1.392291378
20211221,0,0,53.84615385,1,-0.608902552,0.302074525,54.61538462,0,1,4.247895485,2.233878335,-0.910977078,2.014017151
20211222,0,1,53.84615385,1,-8.235940813,-8.281449002,56.15384615,1,0,8.466753734,8.780301285,0.045508189,-0.313547551
20211222,0,0,83.84615385,1,-2.546260242,0.942395937,53.07692308,0,1,5.359762987,7.771254456,-3.488656178,-2.411491468
20211222,1,1,66.15384615,1,0.618984064,2.242599916,53.07692308,1,0,0.834103278,3.1973229,-1.623615853,-2.363219622
20211222,0,1,58.46153846,1,0.515897543,1.937375935,52.30769231,0,0,6.288079008,9.670573283,-1.421478392,-3.382494275
20211223,0,1,83.84615385,1,-0.319138391,2.795009057,56.15384615,1,1,17.13330261,16.10684206,-3.114147448,1.026460549
20211223,0,0,82.30769231,1,0.656740626,3.40878799,51.53846154,0,0,-5.173022183,-4.835264097,-2.752047365,-0.337758087
20211223,1,0,55.38461538,1,1.29963476,0.932941319,50.76923077,0,0,10.44417052,12.9531143,0.366693441,-2.508943775
20211223,0,0,59.23076923,1,-3.179137913,-2.722755358,60,1,0,-4.189698724,-0.723190486,-0.456382555,-3.466508238
20211223,1,1,61.53846154,1,1.891109072,2.47237162,54.61538462,1,1,12.78304125,10.68078354,-0.581262548,2.102257711
20211223,1,0,56.15384615,1,1.673615148,2.377099123,59.23076923,1,1,7.329100739,6.359617667,-0.703483975,0.969483072
20211223,1,0,69.23076923,1,1.452396198,3.400351474,53.07692308,1,0,1.395804034,4.026768431,-1.947955276,-2.630964397
20211223,0,1,60.76923077,1,4.801783443,5.875079847,54.61538462,1,0,5.513250166,7.393633177,-1.073296404,-1.880383012
20211223,0,1,87.69230769,1,3.278662128,6.790271692,64.61538462,1,1,10.25543681,9.885657507,-3.511609564,0.369779302
20211223,1,0,80,1,-4.435516224,-1.220347299,50.76923077,0,0,3.330279865,3.505679461,-3.215168925,-0.175399596
20211225,0,0,69.23076923,1,-0.423365914,0.817020183,52.30769231,0,0,-0.15675487,-0.105072479,-1.240386097,-0.05168239
20211225,0,1,77.69230769,1,3.314626601,5.332079836,64.61538462,1,1,8.741723128,6.221460339,-2.017453235,2.520262789
20211225,1,0,58.46153846,1,7.215649375,7.972893307,53.07692308,0,1,13.00319114,11.92978516,-0.757243932,1.073405981
20211225,1,1,76.92307692,1,-7.272091293,-4.409269199,53.84615385,1,1,-2.313982475,-3.338036473,-2.862822094,1.024053998
20211225,0,1,56.15384615,1,3.794323961,3.973411779,51.53846154,1,1,6.546218826,7.002499396,-0.179087818,-0.45628057
20211226,1,1,79.23076923,1,-1.693791363,1.010517271,53.84615385,1,0,6.208037144,4.319361709,-2.704308634,1.888675435
20211226,1,0,61.53846154,1,-0.305805909,1.242428103,53.84615385,1,0,15.03788868,15.95160707,-1.548234011,-0.91371839
20211226,1,0,57.69230769,1,-1.030982712,-0.035503867,57.69230769,1,1,7.887198687,6.158125794,-0.995478844,1.729072893
20211226,0,0,82.30769231,1,-2.730112885,0.52945419,54.61538462,1,1,16.12132327,14.1632612,-3.259567075,1.958062072
20211226,1,1,71.53846154,1,-3.663569644,-0.718516677,54.61538462,1,1,-4.71331718,-5.379623895,-2.945052967,0.666306715
20211226,1,1,73.84615385,1,0.436538773,2.409486759,54.61538462,1,1,6.228626679,4.124412969,-1.972947986,2.104213709
20211226,1,0,64.61538462,1,-3.103891732,-1.128035299,52.30769231,0,0,11.21237595,11.82848223,-1.975856433,-0.616106281
20211226,0,0,56.15384615,1,-7.668224065,-7.409074971,53.84615385,1,0,13.3660583,13.7454072,-0.259149094,-0.379348909
20211227,1,1,69.23076923,1,-2.75423859,-0.648455492,52.30769231,0,1,6.006207199,5.940123029,-2.105783098,0.066084169
20211227,1,0,71.53846154,1,-1.626808392,0.351247957,56.15384615,1,0,10.7966833,12.78780768,-1.978056349,-1.991124373
20211227,1,0,70,1,-0.986216717,0.513667496,61.53846154,1,1,-9.711045425,-13.22335947,-1.499884212,3.512314042
20211227,0,0,73.07692308,1,-2.703959273,-0.044524735,53.07692308,1,1,-4.73365934,-4.685288793,-2.659434538,-0.048370546
20211227,0,0,80,1,-1.405877411,1.34703437,52.30769231,1,0,3.02327934,2.60828348,-2.752911781,0.41499586
20211227,1,0,59.23076923,1,-11.21609599,-9.818908234,52.30769231,0,1,4.604431874,3.013595405,-1.39718776,1.590836469
20211227,1,1,56.92307692,1,-0.589476721,0.632784061,54.61538462,0,1,9.20094134,8.798178164,-1.222260782,0.402763176
20211228,0,1,77.69230769,1,-0.741870193,1.594004272,52.30769231,0,1,8.590622049,9.355482902,-2.335874465,-0.764860853
20211228,1,0,59.23076923,1,3.494087402,4.617396562,53.07692308,1,0,2.52917744,4.062655094,-1.12330916,-1.533477654
20211228,1,1,80,1,1.24153968,4.80607877,53.07692308,0,1,7.141060432,5.199529952,-3.56453909,1.94153048
20211228,0,1,73.84615385,1,-2.902260544,-0.773298121,53.84615385,0,1,10.12591858,8.11211238,-2.128962422,2.013806196
20211228,0,0,56.92307692,1,3.738988431,5.019425663,52.30769231,0,0,9.014538024,8.975726471,-1.280437232,0.038811553
20211228,1,1,70.76923077,1,-3.505051193,-0.898202668,59.23076923,1,1,-4.554318908,-7.861158693,-2.606848524,3.306839786
20211228,0,0,53.84615385,0,-6.252321502,-6.372118902,54.61538462,1,1,8.731144304,8.019582459,0.1197974,0.711561844
20211228,0,1,83.07692308,1,-3.535137085,-0.22306959,53.84615385,0,0,4.102854948,4.444368772,-3.312067495,-0.341513824
20211229,1,1,68.46153846,1,-0.521339629,1.21281635,62.30769231,1,1,5.453939755,0.707621126,-1.734155979,4.74631863
20211229,0,0,63.07692308,1,-1.763825826,-0.722420313,53.84615385,1,1,-2.073505756,-4.1441082,-1.041405513,2.070602444
20211229,0,1,52.30769231,1,-1.797562268,-1.154202725,64.61538462,1,0,-0.910288763,1.806964323,-0.643359543,-2.717253086
20211229,1,0,63.84615385,1,-7.392755752,-5.813874072,70.76923077,1,1,-0.019226729,-4.570132228,-1.578881679,4.550905499
20211229,1,1,86.15384615,1,-3.693517179,-0.424734473,59.23076923,1,0,12.9983803,13.94627846,-3.268782706,-0.947898156
20211229,1,0,83.84615385,1,3.928399962,7.265767016,56.92307692,1,1,6.369598701,4.190754689,-3.337367055,2.178844012
20211229,1,0,83.84615385,1,-3.871603702,-0.770897432,50.76923077,1,1,-7.300393793,-7.239094642,-3.10070627,-0.06129915
20211230,1,1,85.38461538,1,1.551118126,5.262023911,52.30769231,0,1,6.655321445,4.895920068,-3.710905785,1.759401377
20211230,0,1,73.07692308,1,-5.174678883,-2.572310325,52.30769231,0,0,4.75984298,4.102753922,-2.602368558,0.657089058
20211230,0,1,62.30769231,1,-7.295036002,-4.654832402,56.15384615,1,0,7.288979532,8.652377365,-2.6402036,-1.363397833
20211231,0,1,69.23076923,1,-5.578869135,-4.287018008,63.07692308,1,1,10.81905633,5.569856001,-1.291851127,5.249200332
20211231,0,1,84.61538462,1,-5.571291447,-2.834297054,52.30769231,1,1,7.382017305,6.906418191,-2.736994393,0.475599114
20211231,1,1,75.38461538,1,-1.75136745,0.228389769,50.76923077,0,0,-2.29310134,-1.547612379,-1.979757219,-0.74548896
20211231,0,1,82.30769231,1,0.559312012,3.094273322,53.84615385,1,1,-0.223047842,-2.581208412,-2.53496131,2.358160571
20211231,1,1,58.46153846,1,-1.337421478,0.057447793,52.30769231,1,0,2.540108337,3.424410811,-1.394869272,-0.884302474
20211231,1,1,67.69230769,1,-2.251294947,0.325617058,55.38461538,1,1,-8.429734113,-8.777808639,-2.576912005,0.348074525
20211231,0,1,76.92307692,1,-4.675348614,-1.969675878,52.30769231,0,0,3.22143311,2.714628957,-2.705672737,0.506804153
20211231,0,0,70.76923077,1,-9.799561394,-6.982181807,63.07692308,1,0,8.167491683,12.15086946,-2.817379587,-3.98337778
20211231,1,1,82.30769231,1,-5.500949004,-2.415566156,66.15384615,1,1,12.11897946,6.315168598,-3.085382849,5.803810857
20211231,0,0,65.38461538,1,-0.256323139,2.438921322,54.61538462,1,1,17.53890468,16.59739297,-2.695244461,0.941511704
20220101,1,1,75.38461538,1,0.593706314,3.290295541,62.30769231,1,1,3.574524133,-0.125171629,-2.696589227,3.699695762
20220101,0,1,52.30769231,0,2.75557778,3.04178043,62.30769231,1,1,1.863173436,-0.367574801,-0.28620265,2.230748237
20220101,0,1,73.84615385,1,1.377601311,4.136706108,56.92307692,1,1,9.20990483,6.426816391,-2.759104798,2.783088439
20220101,0,1,70,1,-3.98495478,-1.603133084,60,1,1,0.937715974,0.889755233,-2.381821697,0.047960741
20220101,1,0,78.46153846,1,-4.499444285,-0.723847254,54.61538462,0,0,-3.955539216,-2.135997899,-3.775597031,-1.819541317
20220102,0,1,75.38461538,1,-6.220278896,-2.960182498,53.07692308,0,1,6.423214859,5.02221197,-3.260096398,1.401002888
20220102,0,0,85.38461538,1,-0.382003045,2.851447693,63.84615385,1,0,3.312363352,7.833780519,-3.233450737,-4.521417167
20220102,1,0,70,1,-6.121150875,-3.903922561,56.92307692,1,1,-5.879158702,-8.088315058,-2.217228314,2.209156355
20220102,0,1,76.92307692,1,-6.429289992,-2.551625366,52.30769231,0,1,3.422475423,1.608796034,-3.877664626,1.813679389
20220102,0,0,60,1,3.642457786,5.072695767,54.61538462,1,1,-2.06594263,-2.00287283,-1.430237981,-0.0630698
20220102,0,1,51.53846154,0,-6.803029672,-6.213226731,52.30769231,1,1,13.11942243,11.42462867,-0.589802941,1.694793754
20220102,0,1,59.23076923,1,3.665478278,4.534364064,53.07692308,0,0,10.38686062,12.2371056,-0.868885786,-1.850244976
20220103,0,0,79.23076923,1,3.642061286,6.980380907,55.38461538,0,1,-2.164586844,-2.555895652,-3.338319621,0.391308808
20220103,0,0,83.84615385,1,1.852083357,5.200095148,51.53846154,1,1,0.558173708,0.974160703,-3.348011791,-0.415986995
20220103,0,1,53.84615385,0,-2.501429966,-2.22679797,51.53846154,0,1,3.047875891,3.071532578,-0.274631996,-0.023656687
20220103,1,0,57.69230769,1,0.104265269,1.062049245,52.30769231,1,1,9.733247745,9.133331659,-0.957783976,0.599916085
20220103,0,1,66.92307692,1,0.949870921,3.070868387,57.69230769,1,0,-5.646038519,-5.471491195,-2.120997466,-0.174547324
20220103,1,0,78.46153846,1,1.578666153,4.880639849,66.15384615,1,1,1.393834393,-4.201718429,-3.301973696,5.595552822
20220103,1,0,87.69230769,1,1.475498981,5.725031658,50.76923077,0,0,0.22935748,-0.508629381,-4.249532676,0.73798686
20220103,0,1,52.30769231,0,3.572550187,3.52050509,64.61538462,1,1,-0.392717945,-5.400928181,0.052045097,5.008210237
20220103,0,1,83.07692308,1,-2.674078104,0.991948411,53.07692308,1,1,3.880882487,1.958163145,-3.666026515,1.922719342
